DATABASE	ID	NAME	TIER	CATEGORY	SIZE	SUBCATEGORY	MASS_KG	VOLUME_M3	BASE_PRICE	PRODUCTION_TIME_SEC	INPUT_1	INPUT_1_QTY	INPUT_2	INPUT_2_QTY	INPUT_3	INPUT_3_QTY	SPECIAL_NOTES	INFO_TEXT
SHIP	SHIP_138	Miasmos Gas Hauler	3	Industrial	M	Gas	18800	1880	240000	7140	MAT_T3_020	4200	MAT_T3_022	3050	COMP_059	66	Large cargo transport vessel	Large cargo transport vessel
SHIP	SHIP_139	Epithal Planetary	3	Industrial	M	Planetary	18200	1820	230000	6960	MAT_T3_016	4000	MAT_T3_018	2950	COMP_060	64	Spaceship hull	Spaceship hull
SHIP	SHIP_140	Hoarder Quick	2	Industrial	M	Fast	14500	1450	150000	6000	MAT_T2_008	2900	MAT_T2_010	2050	COMP_028	46	Spaceship hull	Spaceship hull
SHIP	SHIP_141	Bustard Deep Space	4	Industrial	L	DST	32000	3200	620000	10320	MAT_T4_023	7800	MAT_T4_025	5700	COMP_090	125	Spaceship hull	Spaceship hull
SHIP	SHIP_142	Mastodon Deep Space	4	Industrial	L	DST	33000	3300	650000	10560	MAT_T4_024	8100	MAT_T4_026	5900	COMP_091	130	Spaceship hull	Spaceship hull
SHIP	SHIP_143	Crane Blockade Runner	4	Industrial	M	Blockade	25000	2500	480000	9000	MAT_T4_025	6200	MAT_T4_027	4500	COMP_092	102	Spaceship hull	Spaceship hull
SHIP	SHIP_144	Viator Blockade Runner	4	Industrial	M	Blockade	24500	2450	470000	8880	MAT_T4_023	6000	MAT_T4_025	4400	COMP_085	100	Spaceship hull	Spaceship hull
SHIP	SHIP_145	Charon Freighter	5	Industrial	XL	Freighter	120000	12000	6000000	25200	MAT_T5_028	65000	MAT_T5_031	46000	COMP_098	1100	Large cargo transport vessel	Large cargo transport vessel
SHIP	SHIP_146	Obelisk Freighter	5	Industrial	XL	Freighter	125000	12500	6500000	26400	MAT_T5_029	68000	MAT_T5_032	48000	COMP_099	1150	Large cargo transport vessel	Large cargo transport vessel
SHIP	SHIP_147	Fenrir Freighter	5	Industrial	XL	Freighter	122000	12200	6200000	25800	MAT_T5_030	66000	MAT_T5_033	47000	COMP_100	1120	Large cargo transport vessel	Large cargo transport vessel
SHIP	SHIP_148	Prowler Covert Ops	3	Special	S	Covert	7200	720	115000	5160	MAT_T3_016	1800	MAT_T3_018	1280	COMP_061	38	Spaceship hull	Spaceship hull
SHIP	SHIP_149	Raptor Interceptor	3	Special	S	Interceptor	7000	700	110000	5040	MAT_T3_020	1750	MAT_T3_022	1250	COMP_062	37	Spaceship hull	Spaceship hull
SHIP	SHIP_150	Hound Bomber	3	Special	S	Bomber	7400	740	120000	5280	MAT_T3_016	1850	MAT_T3_021	1300	COMP_063	39	Spaceship hull	Spaceship hull
SHIP	SHIP_151	Ibis Rookie	1	Civilian	S	Rookie	4500	450	5000	1800	MAT_T1_001	500	MAT_T1_002	300	COMP_001	10	Spaceship hull	Spaceship hull
SHIP	SHIP_152	Velator Rookie	1	Civilian	S	Rookie	4600	460	5200	1860	MAT_T1_001	520	MAT_T1_002	310	COMP_002	10	Spaceship hull	Spaceship hull
SHIP	SHIP_153	Reaper Rookie	1	Civilian	S	Rookie	4550	455	5100	1830	MAT_T1_001	510	MAT_T1_002	305	COMP_003	10	Spaceship hull	Spaceship hull
SHIP	SHIP_154	Impairor Rookie	1	Civilian	S	Rookie	4650	465	5300	1890	MAT_T1_001	530	MAT_T1_002	315	COMP_004	10	Spaceship hull	Spaceship hull
SHIP	SHIP_155	Shuttle Capsule	1	Civilian	S	Shuttle	1000	100	1000	600	MAT_T1_001	100	MAT_T1_002	50	COMP_001	2	Spaceship hull	Spaceship hull
