DATABASE	ID	NAME	TIER	CATEGORY	SIZE	SUBCATEGORY	MASS_KG	VOLUME_M3	BASE_PRICE	PRODUCTION_TIME_SEC	INPUT_1	INPUT_1_QTY	INPUT_2	INPUT_2_QTY	INPUT_3	INPUT_3_QTY	SPECIAL_NOTES	INFO_TEXT
SHIP	SHIP_026	Rapier Interdictor	2	Destroyer	M	Interdictor	13200	1320	185000	6000	MAT_T2_008	2650	MAT_T2_013	1750	COMP_023	43	Spaceship hull	Spaceship hull
SHIP	SHIP_027	Scimitar Logistics	2	Destroyer	M	Logistics	13400	1340	190000	6060	MAT_T2_009	2700	MAT_T2_015	1780	COMP_024	44	Spaceship hull	Spaceship hull
SHIP	SHIP_028	Broadsword Command	3	Destroyer	M	Command	14500	1450	230000	6600	MAT_T3_016	3100	MAT_T3_018	2100	COMP_040	52	Spaceship hull	Spaceship hull
SHIP	SHIP_029	Halberd Assault	3	Destroyer	M	Assault	15000	1500	245000	6840	MAT_T3_016	3250	MAT_T3_020	2200	COMP_041	55	Spaceship hull	Spaceship hull
SHIP	SHIP_030	Javelin Missile	3	Destroyer	M	Missile	14800	1480	240000	6720	MAT_T3_021	3200	MAT_T3_022	2150	COMP_042	54	Spaceship hull	Spaceship hull
SHIP	SHIP_031	Corsair Pirate	3	Destroyer	M	Pirate	14200	1420	220000	6480	MAT_T3_018	3000	MAT_T3_019	2000	COMP_043	50	Spaceship hull	Spaceship hull
SHIP	SHIP_032	Phantom Stealth	3	Destroyer	M	Stealth	14600	1460	235000	6600	MAT_T3_016	3150	MAT_T3_021	2120	COMP_044	53	Spaceship hull	Spaceship hull
SHIP	SHIP_033	Paladin Defense	4	Destroyer	M	Defense	15500	1550	285000	7200	MAT_T4_023	3600	MAT_T4_025	2500	COMP_070	65	Spaceship hull	Spaceship hull
SHIP	SHIP_034	Champion Combat	4	Destroyer	M	Combat	16000	1600	300000	7440	MAT_T4_023	3750	MAT_T4_026	2600	COMP_071	68	Spaceship hull	Spaceship hull
SHIP	SHIP_035	Crusader Strike	4	Destroyer	M	Strike	15800	1580	295000	7320	MAT_T4_024	3700	MAT_T4_027	2550	COMP_072	67	Spaceship hull	Spaceship hull
SHIP	SHIP_036	Templar Assault	4	Destroyer	M	Assault	16200	1620	310000	7560	MAT_T4_025	3800	MAT_T4_026	2650	COMP_073	70	Spaceship hull	Spaceship hull
SHIP	SHIP_037	Executioner Electronic	4	Destroyer	M	Electronic	15600	1560	290000	7260	MAT_T4_026	3650	MAT_T4_027	2520	COMP_074	66	Spaceship hull	Spaceship hull
SHIP	SHIP_038	Reaper Interdictor	4	Destroyer	M	Interdictor	15900	1590	298000	7380	MAT_T4_023	3720	MAT_T4_027	2580	COMP_075	68	Spaceship hull	Spaceship hull
SHIP	SHIP_039	Angel Logistics	3	Destroyer	M	Logistics	14400	1440	225000	6540	MAT_T3_020	3050	MAT_T3_022	2050	COMP_045	51	Spaceship hull	Spaceship hull
SHIP	SHIP_040	Titan Destroyer	5	Destroyer	M	Ultimate	18000	1800	420000	8400	MAT_T5_028	4500	MAT_T5_031	3200	COMP_098	90	Anti-frigate combat specialist	Anti-frigate combat specialist
