DATABASE	ID	NAME	TIER	CATEGORY	SIZE	SUBCATEGORY	MASS_KG	VOLUME_M3	BASE_PRICE	PRODUCTION_TIME_SEC	INPUT_1	INPUT_1_QTY	INPUT_2	INPUT_2_QTY	INPUT_3	INPUT_3_QTY	SPECIAL_NOTES	INFO_TEXT
SHIP	SHIP_057	Armageddon Heavy	4	Cruiser	L	Heavy	25000	2500	480000	9000	MAT_T4_023	6000	MAT_T4_025	4300	COMP_080	100	Spaceship hull	Spaceship hull
SHIP	SHIP_058	Apocalypse Combat	4	Cruiser	L	Combat	24500	2450	465000	8880	MAT_T4_023	5850	MAT_T4_026	4200	COMP_081	98	Spaceship hull	Spaceship hull
SHIP	SHIP_059	Abaddon Assault	4	Cruiser	L	Assault	25500	2550	495000	9120	MAT_T4_024	6150	MAT_T4_027	4400	COMP_082	103	Spaceship hull	Spaceship hull
SHIP	SHIP_060	Nightmare Faction	4	Cruiser	L	Faction	26000	2600	520000	9240	MAT_T4_025	6300	MAT_T4_026	4500	COMP_083	105	Spaceship hull	Spaceship hull
SHIP	SHIP_061	Sentinel Battlecruiser	4	Battlecruiser	L	Combat	35000	3500	650000	10800	MAT_T4_023	8500	MAT_T4_025	6200	COMP_085	135	Heavy firepower fast attack ship	Heavy firepower fast attack ship
SHIP	SHIP_062	Drake Combat	4	Battlecruiser	L	Missile	36000	3600	680000	11040	MAT_T4_023	8800	MAT_T4_026	6400	COMP_086	140	Spaceship hull	Spaceship hull
SHIP	SHIP_063	Ferox Artillery	4	Battlecruiser	L	Artillery	35500	3550	665000	10920	MAT_T4_024	8650	MAT_T4_027	6300	COMP_087	138	Spaceship hull	Spaceship hull
SHIP	SHIP_064	Hurricane Projectile	4	Battlecruiser	L	Projectile	36500	3650	695000	11160	MAT_T4_025	8950	MAT_T4_026	6500	COMP_088	142	Spaceship hull	Spaceship hull
SHIP	SHIP_065	Prophecy Attack	4	Battlecruiser	L	Attack	37000	3700	710000	11280	MAT_T4_026	9100	MAT_T4_027	6600	COMP_089	145	Spaceship hull	Spaceship hull
SHIP	SHIP_066	Harbinger Assault	4	Battlecruiser	L	Assault	37500	3750	725000	11400	MAT_T4_023	9250	MAT_T4_027	6700	COMP_090	148	Spaceship hull	Spaceship hull
SHIP	SHIP_067	Myrmidon Heavy	4	Battlecruiser	L	Heavy	38000	3800	740000	11520	MAT_T4_024	9400	MAT_T4_025	6800	COMP_091	150	Spaceship hull	Spaceship hull
SHIP	SHIP_068	Brutix Blaster	4	Battlecruiser	L	Blaster	38500	3850	755000	11640	MAT_T4_026	9550	MAT_T4_027	6900	COMP_092	153	Spaceship hull	Spaceship hull
SHIP	SHIP_069	Cyclone Missile	5	Battlecruiser	L	Missile	40000	4000	850000	12600	MAT_T5_028	10500	MAT_T5_031	7600	COMP_098	170	Spaceship hull	Spaceship hull
SHIP	SHIP_070	Talos Artillery	5	Battlecruiser	L	Artillery	39500	3950	835000	12480	MAT_T5_029	10350	MAT_T5_032	7500	COMP_099	168	Spaceship hull	Spaceship hull
SHIP	SHIP_071	Naga Railgun	5	Battlecruiser	L	Railgun	40500	4050	865000	12720	MAT_T5_030	10650	MAT_T5_033	7700	COMP_100	173	Spaceship hull	Spaceship hull
SHIP	SHIP_072	Oracle Laser	5	Battlecruiser	L	Laser	41000	4100	880000	12840	MAT_T5_031	10800	MAT_T5_028	7800	COMP_098	175	Spaceship hull	Spaceship hull
SHIP	SHIP_073	Command Battlecruiser	5	Battlecruiser	L	Command	42000	4200	920000	13080	MAT_T5_028	11100	MAT_T5_031	8000	COMP_099	180	Heavy firepower fast attack ship	Heavy firepower fast attack ship
SHIP	SHIP_074	Siege Battlecruiser	5	Battlecruiser	L	Siege	43000	4300	965000	13320	MAT_T5_029	11400	MAT_T5_032	8200	COMP_100	185	Heavy firepower fast attack ship	Heavy firepower fast attack ship
SHIP	SHIP_075	Elite Battlecruiser	5	Battlecruiser	L	Elite	44000	4400	1000000	13560	MAT_T5_030	11700	MAT_T5_033	8400	COMP_098	190	Heavy firepower fast attack ship	Heavy firepower fast attack ship
