DATABASE	ID	NAME	TIER	CATEGORY	SIZE	SUBCATEGORY	MASS_KG	VOLUME_M3	BASE_PRICE	PRODUCTION_TIME_SEC	INPUT_1	INPUT_1_QTY	INPUT_2	INPUT_2_QTY	INPUT_3	INPUT_3_QTY	SPECIAL_NOTES	INFO_TEXT
MODULE	MOD_177	Improved Mining Laser	3	Mining	M	Extraction	920	9.2	75000	2520	MAT_T3_016	300	MAT_T3_018	220	COMP_055	33	Extracts ore from asteroids	Extracts ore from asteroids
MODULE	MOD_178	Enhanced Mining Laser	3	Mining	M	Extraction	1000	10.0	82000	2700	MAT_T3_016	330	MAT_T3_020	240	COMP_056	36	Extracts ore from asteroids	Extracts ore from asteroids
MODULE	MOD_179	Medium Strip Miner	3	Mining	L	Strip	1450	14.5	105000	2880	MAT_T3_021	480	MAT_T3_022	340	COMP_057	45	Enhances mining operations	Enhances mining operations
MODULE	MOD_180	Heavy Ore Processor	3	Mining	M	Processing	950	9.5	78000	2580	MAT_T3_018	310	MAT_T3_019	230	COMP_058	34	Enhances mining operations	Enhances mining operations
MODULE	MOD_181	Elite Ice Harvester	3	Mining	L	Ice	1350	13.5	98000	2760	MAT_T3_016	440	MAT_T3_021	320	COMP_059	42	Enhances mining operations	Enhances mining operations
MODULE	MOD_182	Deep Core Miner	3	Mining	L	Deep Core	1500	15.0	110000	3000	MAT_T3_016	490	MAT_T3_018	360	COMP_060	46	Enhances mining operations	Enhances mining operations
MODULE	MOD_183	Gas Harvester	3	Mining	M	Gas	1100	11.0	88000	2640	MAT_T3_020	360	MAT_T3_022	265	COMP_061	38	Enhances mining operations	Enhances mining operations
MODULE	MOD_184	Quantum Mining Laser	4	Mining	L	Extraction	4100	41.0	310000	5100	MAT_T4_023	850	MAT_T4_025	630	COMP_085	98	Extracts ore from asteroids	Extracts ore from asteroids
MODULE	MOD_185	Capital Strip Miner	4	Mining	XL	Strip	5600	56.0	385000	5700	MAT_T4_024	1150	MAT_T4_027	850	COMP_086	115	Enhances mining operations	Enhances mining operations
MODULE	MOD_186	Siege Ore Processor	4	Mining	L	Processing	4300	43.0	325000	5250	MAT_T4_025	890	MAT_T4_026	660	COMP_087	102	Enhances mining operations	Enhances mining operations
MODULE	MOD_187	Capital Ice Harvester	4	Mining	XL	Ice	5200	52.0	365000	5550	MAT_T4_023	1080	MAT_T4_027	800	COMP_088	110	Enhances mining operations	Enhances mining operations
MODULE	MOD_188	Quantum Gas Harvester	4	Mining	L	Gas	4500	45.0	340000	5400	MAT_T4_026	930	MAT_T4_027	690	COMP_089	105	Enhances mining operations	Enhances mining operations
MODULE	MOD_189	Titan Mining Laser	5	Mining	XL	Extraction	18000	180.0	1900000	10200	MAT_T5_028	3200	MAT_T5_031	2200	COMP_098	290	Extracts ore from asteroids	Extracts ore from asteroids
MODULE	MOD_190	Mega Strip Miner	5	Mining	Station	Strip	22000	220.0	2300000	11400	MAT_T5_029	4000	MAT_T5_032	2700	COMP_099	330	Enhances mining operations	Enhances mining operations
MODULE	MOD_191	Ultimate Ore Processor	5	Mining	XL	Processing	20000	200.0	2100000	10800	MAT_T5_030	3600	MAT_T5_033	2500	COMP_100	310	Enhances mining operations	Enhances mining operations
MODULE	MOD_192	Anomaly Extractor	5	Mining	Station	Exotic	24000	240.0	2600000	12000	MAT_T5_031	4400	MAT_T5_033	3000	COMP_100	350	Enhances mining operations	Enhances mining operations
MODULE	MOD_193	Void Harvester	5	Mining	XL	Void	21000	210.0	2400000	11400	MAT_T5_032	3800	MAT_T5_031	2800	COMP_099	320	Enhances mining operations	Enhances mining operations
MODULE	MOD_194	Quantum Refinery Module	5	Mining	Station	Refinery	25000	250.0	2800000	12600	MAT_T5_028	4600	MAT_T5_030	3200	COMP_098	360	Enhances mining operations	Enhances mining operations
MODULE	MOD_195	Mining Drone Bay	3	Mining	L	Drones	1200	12.0	92000	2700	MAT_T3_016	390	MAT_T3_021	290	COMP_062	40	Enhances mining operations	Enhances mining operations
MODULE	MOD_196	Survey Scanner Module	2	Mining	M	Survey	420	4.2	24000	1440	MAT_T2_010	160	MAT_T2_013	110	COMP_030	14	Enhances mining operations	Enhances mining operations
MODULE	MOD_197	Ore Compression Module	3	Mining	L	Compression	1400	14.0	100000	2880	MAT_T3_018	460	MAT_T3_019	340	COMP_063	43	Enhances mining operations	Enhances mining operations
MODULE	MOD_198	Mining Foreman Link	4	Mining	L	Fleet	3900	39.0	305000	5100	MAT_T4_025	810	MAT_T4_026	600	COMP_090	96	Enhances mining operations	Enhances mining operations
MODULE	MOD_199	Industrial Core	4	Mining	XL	Industrial	5400	54.0	375000	5700	MAT_T4_023	1120	MAT_T4_027	830	COMP_091	112	Enhances mining operations	Enhances mining operations
MODULE	MOD_200	Mining Command Burst	5	Mining	Station	Command	19000	190.0	2000000	10800	MAT_T5_029	3400	MAT_T5_032	2400	COMP_099	300	Enhances mining operations	Enhances mining operations
